"formal_name","location_address","suburb","postcode","address","latitude","longitude","category"
"Menarock LIFE Pakenham (McGregor Gardens)","11 MCGREGOR Road","PAKENHAM","3810","11 MCGREGOR Road, PAKENHAM, VIC, 3810, Australia",-38.07521,145.477756,"RACF"
"Menarock LIFE Shepparton","29-35 PINE Road","SHEPPARTON","3630","29-35 PINE Road, SHEPPARTON, VIC, 3630, Australia",-36.357288,145.407331,"RACF"
"Menarock LIFE Templestowe (Willowbrae)","81-85 PORTER Street","TEMPLESTOWE","3106","81-85 PORTER Street, TEMPLESTOWE, VIC, 3106, Australia",-37.752192,145.133889,"RACF"
"Menarock LIFE Upper Beaconsfield (Salisbury House)","3 SALISBURY Road","BEACONSFIELD UPPER","3808","3 SALISBURY Road, BEACONSFIELD UPPER, VIC, 3808, Australia",-38.0057855,145.4112591,"RACF"
"Menarock LIFE Upper Ferntree Gully (Sherbrooke)","18 TARANA Avenue","UPPER FERNTREE GULLY","3156","18 TARANA Avenue, UPPER FERNTREE GULLY, VIC, 3156, Australia",-37.897847,145.297711,"RACF"
"Mercy Health Bethlehem Home for the Aged","36-42 SPECIMEN HILL Road","GOLDEN SQUARE","3555","36-42 SPECIMEN HILL Road, GOLDEN SQUARE, VIC, 3555, Australia",-36.76745,144.250353,"RACF"
"Mercy Place Abbotsford","2 CLARKE Street","ABBOTSFORD","3067","2 CLARKE Street, ABBOTSFORD, VIC, 3067, Australia",-37.802132,145.002114,"RACF"
"Mercy Place Ave Maria (Shepparton)","25 Graham Street","SHEPPARTON","3630","25 Graham Street, SHEPPARTON, VIC, 3630, Australia",-36.362279,145.404726,"RACF"
"Mercy Place Ballarat","60 CORBETT Street","BALLARAT EAST","3350","60 CORBETT Street, BALLARAT EAST, VIC, 3350, Australia",-37.560492,143.872752,"RACF"
"Mercy Place Boronia","72 KERR Crescent","MONTROSE","3765","72 KERR Crescent, MONTROSE, VIC, 3765, Australia",-37.813526,145.35218,"RACF"
"Mercy Place Colac","83-99 QUEEN Street","COLAC","3250","83-99 QUEEN Street, COLAC, VIC, 3250, Australia",-38.342823,143.592076,"RACF"
"Mercy Place Corben","9-15 BRINDISI Street","MENTONE","3194","9-15 BRINDISI Street, MENTONE, VIC, 3194, Australia",-37.983932,145.062172,"RACF"
"Mercy Place Dandenong","82 MCCRAE Street","DANDENONG","3175","82 MCCRAE Street, DANDENONG, VIC, 3175, Australia",-37.99122,145.220151,"RACF"
"Mercy Place East Melbourne","22 VERONA Lane","EAST MELBOURNE","3002","22 VERONA Lane, EAST MELBOURNE, VIC, 3002, Australia",-37.812386,144.984173,"RACF"
"Mercy Place Fernhill","18-20 FERNHILL Road","SANDRINGHAM","3191","18-20 FERNHILL Road, SANDRINGHAM, VIC, 3191, Australia",-37.95149,145.007582,"RACF"
"Mercy Place Keon Park (Reservoir)","15 TUNALEY Parade","RESERVOIR","3073","15 TUNALEY Parade, RESERVOIR, VIC, 3073, Australia",-37.6971589,145.0253319,"RACF"
"Mercy Place Lynbrook","500 EVANS Road","LYNBROOK","3975","500 EVANS Road, LYNBROOK, VIC, 3975, Australia",-38.064592,145.261667,"RACF"
"Mercy Place Montrose (Nursing Home)","991 MOUNT DANDENONG TOURIST Road","MONTROSE","3765","991 MOUNT DANDENONG TOURIST Road, MONTROSE, VIC, 3765, Australia",-37.8135729,145.3505684,"RACF"
"Mercy Place Nixon","27 CHUTE Street","MORDIALLOC","3195","27 CHUTE Street, MORDIALLOC, VIC, 3195, Australia",-38.00665215,145.091821403514,"RACF"
"Mercy Place Northcliffe","10-12 Northcliffe Road","EDITHVALE","3196","10-12 Northcliffe Road, EDITHVALE, VIC, 3196, Australia",-38.0424635,145.1129579,"RACF"
"Mercy Place Parkville","1 WILLAM Street","PARKVILLE","3052","1 WILLAM Street, PARKVILLE, VIC, 3052, Australia",-37.776684,144.938936,"RACF"
"Mercy Place Rice Village","7 MOYLAN Loop","MARSHALL","3216","7 MOYLAN Loop, MARSHALL, VIC, 3216, Australia",-38.198711,144.360929,"RACF"
"Mercy Place Rosebud","1497 POINT NEPEAN Road","ROSEBUD","3939","1497 POINT NEPEAN Road, ROSEBUD, VIC, 3939, Australia",-38.361051,144.886513,"RACF"
"Mercy Place Shepparton","351-359 ARCHER Street","SHEPPARTON","3630","351-359 ARCHER Street, SHEPPARTON, VIC, 3630, Australia",-36.406656,145.408304,"RACF"
"Mercy Place Templestowe","16 Herlihys Road","TEMPLESTOWE LOWER","3107","16 Herlihys Road, TEMPLESTOWE LOWER, VIC, 3107, Australia",-37.760782,145.122141,"RACF"
"Mercy Place Warrnambool","16 HOPETOUN Road","WARRNAMBOOL","3280","16 HOPETOUN Road, WARRNAMBOOL, VIC, 3280, Australia",-38.369065,142.473669,"RACF"
"Mercy Place Wyndham","39 DEUTGAM Street","WERRIBEE","3030","39 DEUTGAM Street, WERRIBEE, VIC, 3030, Australia",-37.90819,144.657197,"RACF"
"Merindah Lodge Aged Care Facility","1-3 YORK Street","CAMPERDOWN","3260","1-3 YORK Street, CAMPERDOWN, VIC, 3260, Australia",-38.238005,143.13912,"RACF"
"MiCare - Avondrust Lodge","1105 Frankston Dandenong Road","CARRUM DOWNS","3201","1105 Frankston Dandenong Road, CARRUM DOWNS, VIC, 3201, Australia",-38.089849,145.181635,"RACF"
"MiCare - Margriet Manor","722 MT DANDENONG Road","KILSYTH","3137","722 MT DANDENONG Road, KILSYTH, VIC, 3137, Australia",-37.807706,145.325998,"RACF"
"MiCare - Overbeek Lodge","736 Mt Dandenong Road","KILSYTH","3137","736 Mt Dandenong Road, KILSYTH, VIC, 3137, Australia",-37.808571,145.326955,"RACF"
"Millhaven Lodge","54-64 Princes Highway","PAKENHAM","3810","54-64 Princes Highway, PAKENHAM, VIC, 3810, Australia",-38.0672443,145.4688822,"RACF"
"Mitchell House Hostel","127 Vary Street","MORWELL","3840","127 Vary Street, MORWELL, VIC, 3840, Australia",-38.222676,146.426952,"RACF"
"Monda Lodge Hostel","32-36 MCGREGOR Avenue","HEALESVILLE","3777","32-36 MCGREGOR Avenue, HEALESVILLE, VIC, 3777, Australia",-37.645208,145.528198,"RACF"
"Montclaire Aged Care","18 MONTCLAIR Avenue","BRIGHTON","3186","18 MONTCLAIR Avenue, BRIGHTON, VIC, 3186, Australia",-37.902394,145.003978,"RACF"
"Mooraleigh Hostel","748 CENTRE Road","BENTLEIGH EAST","3165","748 CENTRE Road, BENTLEIGH EAST, VIC, 3165, Australia",-37.921796,145.062735,"RACF"
"Mooroolbark Aged Persons Mental Health Residential Care Facility","73A CAMBRIDGE Road","MOOROOLBARK","3138","73A CAMBRIDGE Road, MOOROOLBARK, VIC, 3138, Australia",-37.7925441,145.318660521905,"RACF"
"Mooroopna Place Residential Aged Care Service","30-50 Knight Street","MOOROOPNA","3629","30-50 Knight Street, MOOROOPNA, VIC, 3629, Australia",-36.387403,145.351525,"RACF"
"Moran Roxburgh Park","3 Wedgewood Road","ROXBURGH PARK","3064","3 Wedgewood Road, ROXBURGH PARK, VIC, 3064, Australia",-37.619916,144.935619,"RACF"
"Mornington Bay Care Community","185 RACECOURSE Road","MOUNT MARTHA","3934","185 RACECOURSE Road, MOUNT MARTHA, VIC, 3934, Australia",-38.25035,145.058859,"RACF"
"Morrie Evans Wing Nursing Home","2 Coster Street","BENALLA","3672","2 Coster Street, BENALLA, VIC, 3672, Australia",-36.553388,145.989356,"RACF"
"Mount Clear Aged Care","112-114 Whitehorse Road","MOUNT CLEAR","3350","112-114 Whitehorse Road, MOUNT CLEAR, VIC, 3350, Australia",-37.603497,143.864861,"RACF"
"Mount View Aged Care Facility","13 AUSTIN Avenue","TERANG","3264","13 AUSTIN Avenue, TERANG, VIC, 3264, Australia",-38.239376,142.902493,"RACF"
"Moyne Health Services-Belfast House","97 REGENT Street","PORT FAIRY","3284","97 REGENT Street, PORT FAIRY, VIC, 3284, Australia",-38.380658,142.227311,"RACF"
"Moyne Health Services-Moyneyana House","31 COLLEGE Street","PORT FAIRY","3284","31 COLLEGE Street, PORT FAIRY, VIC, 3284, Australia",-38.383438,142.226093,"RACF"
"Moyola Lodge Hostel","60 Hunter Street","TATURA","3616","60 Hunter Street, TATURA, VIC, 3616, Australia",-36.4383117,145.2240066,"RACF"
"Myrtleford Lodge Aged Care","73 PRINCE Street","MYRTLEFORD","3737","73 PRINCE Street, MYRTLEFORD, VIC, 3737, Australia",-36.5573633,146.721527946763,"RACF"
"Napier Street Aged Care Services","179-197 NAPIER Street","SOUTH MELBOURNE","3205","179-197 NAPIER Street, SOUTH MELBOURNE, VIC, 3205, Australia",-37.8369,144.961256,"RACF"
"Nazareth House Ballarat","218 Mill Street","BALLARAT","3350","218 Mill Street, BALLARAT, VIC, 3350, Australia",-37.553786,143.845017,"RACF"
"Nazareth House Camberwell","16 CORNELL Street","CAMBERWELL","3124","16 CORNELL Street, CAMBERWELL, VIC, 3124, Australia",-37.839394,145.088808,"RACF"
"Nellie Melba Retirement Village","2 Collegium Avenue","WHEELERS HILL","3150","2 Collegium Avenue, WHEELERS HILL, VIC, 3150, Australia",-37.9058641,145.165282539788,"RACF"
"Newmans on the Park Aged Care","33 NEWMANS Road","TEMPLESTOWE","3106","33 NEWMANS Road, TEMPLESTOWE, VIC, 3106, Australia",-37.751732,145.15301,"RACF"
"Noble Gardens Residential Aged Care","55 THOMAS Street","NOBLE PARK","3174","55 THOMAS Street, NOBLE PARK, VIC, 3174, Australia",-37.972635,145.17784,"RACF"
"Noble Manor Residential Aged Care","33 Frank Street","NOBLE PARK","3174","33 Frank Street, NOBLE PARK, VIC, 3174, Australia",-37.9676778,145.1738309,"RACF"
"North Western District Private Nursing Home","14 SOUTH CIRCULAR Road","GLADSTONE PARK","3043","14 SOUTH CIRCULAR Road, GLADSTONE PARK, VIC, 3043, Australia",-37.686987,144.886168,"RACF"
"Northern Gardens Aged Care","827-867 SYDNEY Road","COBURG NORTH","3058","827-867 SYDNEY Road, COBURG NORTH, VIC, 3058, Australia",-37.729251,144.9635,"RACF"
"Northside Aged Persons Mental Health Residential Care Facility","320 BURWOOD Highway","BURWOOD EAST","3151","320 BURWOOD Highway, BURWOOD EAST, VIC, 3151, Australia",-37.854379,145.16248,"RACF"
"Numurkah Pioneers Memorial Lodge","13 KATAMATITE-NATHALIA Road","NUMURKAH","3636","13 KATAMATITE-NATHALIA Road, NUMURKAH, VIC, 3636, Australia",-36.099038,145.445136,"RACF"
"Nyah District Aged Care Service (Jacaranda Lodge)","1 MONASH Avenue","NYAH WEST","3595","1 MONASH Avenue, NYAH WEST, VIC, 3595, Australia",-35.185888,143.357485,"RACF"
"Oaklea Hall Aged Care","4-8 EARLSTOWN Road","OAKLEIGH","3166","4-8 EARLSTOWN Road, OAKLEIGH, VIC, 3166, Australia",-37.899971,145.085382,"RACF"
"Oasis Aged Care","1039 KARADOC Avenue","IRYMPLE","3498","1039 KARADOC Avenue, IRYMPLE, VIC, 3498, Australia",-34.235032,142.161159,"RACF"
"Ocean Mist Aged Care","370 GROSSMANS Road","BELLBRAE","3228","370 GROSSMANS Road, BELLBRAE, VIC, 3228, Australia",-38.31695425,144.278405098059,"RACF"
"Olivet Care","7 Rupert Street","RINGWOOD","3134","7 Rupert Street, RINGWOOD, VIC, 3134, Australia",-37.80779965,145.238648200517,"RACF"
"Omeo District Health","9 EASTON Street","OMEO","3898","9 EASTON Street, OMEO, VIC, 3898, Australia",-37.098144,147.596482,"RACF"
"ORH -Residential Aged Care - Waratah Lodge (high care), Lochiel House (low care), respite care & TCP","104 BOUNDARY Road","ORBOST","3888","104 BOUNDARY Road, ORBOST, VIC, 3888, Australia",-37.701552,148.464828,"RACF"
"Ottoman Village Aged Care","66 COLERAINE Street","BROADMEADOWS","3047","66 COLERAINE Street, BROADMEADOWS, VIC, 3047, Australia",-37.676374,144.915684,"RACF"
"Outlook Gardens Aged Care","504 POLICE Road","DANDENONG NORTH","3175","504 POLICE Road, DANDENONG NORTH, VIC, 3175, Australia",-37.939386,145.21169,"RACF"
"P.S. Hobson Nursing Home","302 Gillies Street","WENDOUREE","3355","302 Gillies Street, WENDOUREE, VIC, 3355, Australia",-37.536245,143.82303,"RACF"
"Park Lane Croydon","295-299 MAROONDAH Highway","CROYDON","3136","295-299 MAROONDAH Highway, CROYDON, VIC, 3136, Australia",-37.789003,145.262515,"RACF"
"Parkdale Aged Care","43-45 HERBERT Street","PARKDALE","3195","43-45 HERBERT Street, PARKDALE, VIC, 3195, Australia",-37.996642,145.077306,"RACF"
"Parkland House Hostel","21 DELACOMBE Way","WILLAURA","3379","21 DELACOMBE Way, WILLAURA, VIC, 3379, Australia",-37.54634,142.745767,"RACF"
"Parkvilla Aged Care Facility","64-68 PARK Street","TATURA","3616","64-68 PARK Street, TATURA, VIC, 3616, Australia",-36.4392195,145.225659407703,"RACF"
"Paynesville Gardens Care Community","3-5 FORT KING Road","PAYNESVILLE","3880","3-5 FORT KING Road, PAYNESVILLE, VIC, 3880, Australia",-37.906314,147.721777,"RACF"
"Penshurst Nursing Home","Watton Street","PENSHURST","3289","Watton Street, PENSHURST, VIC, 3289, Australia",-37.8764378,142.2961006,"RACF"
"Polish Retirement Home","3-5 Percival Street","BAYSWATER","3153","3-5 Percival Street, BAYSWATER, VIC, 3153, Australia",-37.8508732,145.2732502,"RACF"
"Prague House","253 COTHAM Road","KEW","3101","253 COTHAM Road, KEW, VIC, 3101, Australia",-37.809165,145.051989,"RACF"
"Princes Court Ltd","27 Princes Street","MILDURA","3500","27 Princes Street, MILDURA, VIC, 3500, Australia",-34.192032,142.148968,"RACF"
"Princeton View","29 HEATHFIELD Road","BRIGHTON EAST","3187","29 HEATHFIELD Road, BRIGHTON EAST, VIC, 3187, Australia",-37.927268,145.008,"RACF"
"Prom Country House","9 O'Connell Road","FOSTER","3960","9 O'Connell Road, FOSTER, VIC, 3960, Australia",-38.659419,146.208109,"RACF"
"Queen Elizabeth Centre (Steele Haughton Unit)","102 Ascot Street  South","BALLARAT","3350","102 Ascot Street  South, BALLARAT, VIC, 3350, Australia",-37.56359855,143.842623336023,"RACF"
"Queen Elizabeth Village Hostel (W.B. Messer)","302 Gillies Street  North","WENDOUREE","3355","302 Gillies Street  North, WENDOUREE, VIC, 3355, Australia",-37.536245,143.82303,"RACF"
"R. M. Begg Kyneton Aged Care","27-35 EPPING Street","KYNETON","3444","27-35 EPPING Street, KYNETON, VIC, 3444, Australia",-37.25133505,144.461312964166,"RACF"
"Rainbow Bush Nursing Home Annexe","2 SWINBOURNE Avenue","RAINBOW","3424","2 SWINBOURNE Avenue, RAINBOW, VIC, 3424, Australia",-35.9037543,141.995343513811,"RACF"
"Rainbow Bush Nursing Hospital Hostel","12 SANDERS Street","RAINBOW","3424","12 SANDERS Street, RAINBOW, VIC, 3424, Australia",-35.9039,141.995027,"RACF"
"Rangeview Private Nursing Home","15-17 MASON Street","WANGARATTA","3677","15-17 MASON Street, WANGARATTA, VIC, 3677, Australia",-36.375382,146.304171,"RACF"
"Regis Alawarra Lodge","220 Middleborough Road","BLACKBURN SOUTH","3130","220 Middleborough Road, BLACKBURN SOUTH, VIC, 3130, Australia",-37.838071,145.13835,"RACF"
"Regis Armadale","607-613 Dandenong Road","ARMADALE","3143","607-613 Dandenong Road, ARMADALE, VIC, 3143, Australia",-37.865437,145.026566,"RACF"
"Regis Blackburn","40 CENTRAL Road","BLACKBURN","3130","40 CENTRAL Road, BLACKBURN, VIC, 3130, Australia",-37.82393,145.159919,"RACF"
"Regis Brighton","161 MALE Street","BRIGHTON","3186","161 MALE Street, BRIGHTON, VIC, 3186, Australia",-37.90695,145.005233,"RACF"
"Regis Cranbourne","18 SHERWOOD Road","JUNCTION VILLAGE","3977","18 SHERWOOD Road, JUNCTION VILLAGE, VIC, 3977, Australia",-38.13610875,145.291588900431,"RACF"
"Regis Dandenong North","5 Bakers Road","DANDENONG NORTH","3175","5 Bakers Road, DANDENONG NORTH, VIC, 3175, Australia",-37.954413,145.19668,"RACF"
"Regis East Malvern","400 WAVERLEY Road","MALVERN EAST","3145","400 WAVERLEY Road, MALVERN EAST, VIC, 3145, Australia",-37.878018,145.063655,"RACF"
"Regis Fawkner","101F MAJOR Road","FAWKNER","3060","101F MAJOR Road, FAWKNER, VIC, 3060, Australia",-37.707044,144.963429,"RACF"
"Regis Frankston","93 ASHLEIGH Avenue","FRANKSTON","3199","93 ASHLEIGH Avenue, FRANKSTON, VIC, 3199, Australia",-38.1402968,145.1477526,"RACF"
"Regis Macleod","120 Somers Avenue","MACLEOD","3085","120 Somers Avenue, MACLEOD, VIC, 3085, Australia",-37.718661,145.075977,"RACF"
"Regis Ontario","382-404 ONTARIO Avenue","MILDURA","3500","382-404 ONTARIO Avenue, MILDURA, VIC, 3500, Australia",-34.195614,142.131272,"RACF"
"Regis Ringwood","294 Maroondah Highway","RINGWOOD","3134","294 Maroondah Highway, RINGWOOD, VIC, 3134, Australia",-37.80905615,145.240933910739,"RACF"
"Regis Rosebud","1 Wyuna Street","CAPEL SOUND","3940","1 Wyuna Street, CAPEL SOUND, VIC, 3940, Australia",-38.370837,144.882873,"RACF"
"Regis Sandringham","37 Bay Road","SANDRINGHAM","3191","37 Bay Road, SANDRINGHAM, VIC, 3191, Australia",-37.951893,145.006486,"RACF"
"Regis Shenley Manor","440 Camberwell Road","CAMBERWELL","3124","440 Camberwell Road, CAMBERWELL, VIC, 3124, Australia",-37.837932,145.064044,"RACF"
"Regis Sunraysia","253 10th Street","MILDURA","3500","253 10th Street, MILDURA, VIC, 3500, Australia",-34.17925,142.148258,"RACF"
"Riddell Gardens Aged Care","10 SPAVIN Drive","SUNBURY","3429","10 SPAVIN Drive, SUNBURY, VIC, 3429, Australia",-37.562343,144.715873,"RACF"
"Riverside Campus Residential Aged Care","39 LATJE Road","ROBINVALE","3549","39 LATJE Road, ROBINVALE, VIC, 3549, Australia",-34.582551,142.774159,"RACF"
"Riverside House","2 RIVER Street","RICHMOND","3121","2 RIVER Street, RICHMOND, VIC, 3121, Australia",-37.8146615,145.012738153309,"RACF"
"Riverview Aged Care","1 AITKEN Avenue","DONALD","3480","1 AITKEN Avenue, DONALD, VIC, 3480, Australia",-36.365122,142.975116,"RACF"
"Robinvale Multi-Purpose Service","128 Latje Road","ROBINVALE","3549","128 Latje Road, ROBINVALE, VIC, 3549, Australia",-34.5841317,142.78149723433,"RACF"
"Rochester and District Hostel","1 PASCOE Street","ROCHESTER","3561","1 PASCOE Street, ROCHESTER, VIC, 3561, Australia",-36.365814,144.697936,"RACF"
"Rosary Home","138 Odessa Avenue","KEILOR DOWNS","3038","138 Odessa Avenue, KEILOR DOWNS, VIC, 3038, Australia",-37.715408,144.805889,"RACF"
"Rose Lodge","225-233 GRAHAM Street","WONTHAGGI","3995","225-233 GRAHAM Street, WONTHAGGI, VIC, 3995, Australia",-38.607126,145.582704,"RACF"
"Rosebank Hostel","43 STATION Street","YEA","3717","43 STATION Street, YEA, VIC, 3717, Australia",-37.213958,145.430953,"RACF"
"Rosebrook Aged Care","441 WATERFALL GULLY Road","ROSEBUD","3939","441 WATERFALL GULLY Road, ROSEBUD, VIC, 3939, Australia",-38.377474,144.916382,"RACF"
"Royal Freemasons Bacchus Marsh","58 GREY Street","DARLEY","3340","58 GREY Street, DARLEY, VIC, 3340, Australia",-37.657843,144.432128,"RACF"
"Royal Freemasons Ballarat","124 SPENCER Street","CANADIAN","3350","124 SPENCER Street, CANADIAN, VIC, 3350, Australia",-37.577025,143.882423,"RACF"
"Royal Freemasons Benalla","107 THOMAS Street","BENALLA","3672","107 THOMAS Street, BENALLA, VIC, 3672, Australia",-36.564311,145.972993,"RACF"
"Royal Freemasons Bendigo","61 Alder Street","KANGAROO FLAT","3555","61 Alder Street, KANGAROO FLAT, VIC, 3555, Australia",-36.783726,144.240275,"RACF"
"Royal Freemasons Centennial Lodge","13 LEWIS Road","WANTIRNA SOUTH","3152","13 LEWIS Road, WANTIRNA SOUTH, VIC, 3152, Australia",-37.8578926,145.2530953,"RACF"
"Royal Freemasons Coppin Centre","45 MOUBRAY Street","MELBOURNE","3004","45 MOUBRAY Street, MELBOURNE, VIC, 3004, Australia",-37.8480494,144.9832141,"RACF"
"Royal Freemasons Darvall Lodge","519 PRINCES Highway","NOBLE PARK","3174","519 PRINCES Highway, NOBLE PARK, VIC, 3174, Australia",-37.952414,145.177528,"RACF"
"Royal Freemasons Elizabeth Gardens","2 Elizabeth Street","BURWOOD","3125","2 Elizabeth Street, BURWOOD, VIC, 3125, Australia",-37.857033,145.09569,"RACF"
"Royal Freemasons Elizabeth Gardens Hostel","2-8 ELIZABETH Street","BURWOOD","3125","2-8 ELIZABETH Street, BURWOOD, VIC, 3125, Australia",-37.857033,145.09569,"RACF"
"Royal Freemasons Flora Hill","64 SOMERVILLE Street","BENDIGO","3550","64 SOMERVILLE Street, BENDIGO, VIC, 3550, Australia",-36.775268,144.289498,"RACF"
"Royal Freemasons Footscray Aged Care","25 MEPHAN Street","FOOTSCRAY","3011","25 MEPHAN Street, FOOTSCRAY, VIC, 3011, Australia",-37.7867733,144.884613194947,"RACF"
"Royal Freemasons Gregory Lodge","2-58 NEWMARKET Street","FLEMINGTON","3031","2-58 NEWMARKET Street, FLEMINGTON, VIC, 3031, Australia",-37.7870225,144.9271444,"RACF"
"Royal Freemasons Moe","1C HAIGH Street","MOE","3825","1C HAIGH Street, MOE, VIC, 3825, Australia",-38.173985,146.269233,"RACF"
"Royal Freemasons Monash Gardens","355 WELLINGTON Road","MULGRAVE","3170","355 WELLINGTON Road, MULGRAVE, VIC, 3170, Australia",-37.919109,145.165703,"RACF"
"Royal Freemasons Mount Martha Valley","130 COUNTRY CLUB Drive","SAFETY BEACH","3936","130 COUNTRY CLUB Drive, SAFETY BEACH, VIC, 3936, Australia",-38.3275969,144.985013368216,"RACF"
"Royal Freemasons Sale","28 SURKITT Boulevard","SALE","3850","28 SURKITT Boulevard, SALE, VIC, 3850, Australia",-38.079078,147.067065,"RACF"
"Royal Freemasons Springtime-Sydenham","41 MANCHESTER Drive","SYDENHAM","3037","41 MANCHESTER Drive, SYDENHAM, VIC, 3037, Australia",-37.684799,144.759847,"RACF"
"Rupanyup District Nursing Home","89 CROMIE Street","RUPANYUP","3388","89 CROMIE Street, RUPANYUP, VIC, 3388, Australia",-36.6365522,142.6319211,"RACF"
"Sacred Heart Community","101 Grey Street","ST KILDA","3182","101 Grey Street, ST KILDA, VIC, 3182, Australia",-37.86354,144.980783,"RACF"
"Sale Gardens Care Community","12-14 Sale-Maffra Road","SALE","3850","12-14 Sale-Maffra Road, SALE, VIC, 3850, Australia",-38.1050358,147.0647902,"RACF"
"Samarinda Ashburton Aged Services Inc","286 HIGH Street","ASHBURTON","3147","286 HIGH Street, ASHBURTON, VIC, 3147, Australia",-37.86453675,145.085593409103,"RACF"
"Samkay Health Tyabb","30 THE CRESCENT","TYABB","3913","30 THE CRESCENT, TYABB, VIC, 3913, Australia",-38.263925,145.193555,"RACF"
"San Carlo Homes for the Aged","970 PLENTY Road","SOUTH MORANG","3752","970 PLENTY Road, SOUTH MORANG, VIC, 3752, Australia",-37.640186,145.097846,"RACF"
"Seymour Health Nursing Home- Barrabill House","Brettoneaux Street","SEYMOUR","3660","Brettoneaux Street, SEYMOUR, VIC, 3660, Australia",-37.0241543,145.1362432,"RACF"
"Simpkin House","8 GIBSON Street","NORTH BENDIGO","3550","8 GIBSON Street, NORTH BENDIGO, VIC, 3550, Australia",-36.73367375,144.269167243124,"RACF"
"Skipton Hostel","4 BLAKE Street","SKIPTON","3361","4 BLAKE Street, SKIPTON, VIC, 3361, Australia",-37.684628,143.366678,"RACF"
"Somerville Gardens Care Community","22 GRAF Road","SOMERVILLE","3912","22 GRAF Road, SOMERVILLE, VIC, 3912, Australia",-38.225146,145.168229,"RACF"
"South Port Community Residential Home","18-30 RICHARDSON Street","ALBERT PARK","3206","18-30 RICHARDSON Street, ALBERT PARK, VIC, 3206, Australia",-37.842335,144.948354,"RACF"
"St Andrews Hostel","98 FORREST Street","ARDEER","3022","98 FORREST Street, ARDEER, VIC, 3022, Australia",-37.78317235,144.812257162364,"RACF"
"St Basil's Homes for the Aged in Victoria","24-36 Lorne Street","FAWKNER","3060","24-36 Lorne Street, FAWKNER, VIC, 3060, Australia",-37.714364,144.975696,"RACF"
"St Catherine's Hostel Wangaratta Inc","59-69 RYLEY Street","WANGARATTA","3677","59-69 RYLEY Street, WANGARATTA, VIC, 3677, Australia",-36.356965,146.323054,"RACF"
"St Elmo's Nursing Home","85 Commercial Road","YARRAM","3971","85 Commercial Road, YARRAM, VIC, 3971, Australia",-38.55708255,146.678197336344,"RACF"
"St John's Nursing Home","138 Williams Road","WANGARATTA","3677","138 Williams Road, WANGARATTA, VIC, 3677, Australia",-36.344985,146.29036,"RACF"
"St Paul's Hostel for the Elderly","15-17 STRETTLE Street","THORNBURY","3071","15-17 STRETTLE Street, THORNBURY, VIC, 3071, Australia",-37.7540902,144.983701959358,"RACF"
"St Vincent's Care Services Eltham","43 DIAMOND Street","ELTHAM","3095","43 DIAMOND Street, ELTHAM, VIC, 3095, Australia",-37.7117839,145.1472214,"RACF"
"St Vincent's Care Services Hawthorn","4 KING Street","HAWTHORN EAST","3123","4 KING Street, HAWTHORN EAST, VIC, 3123, Australia",-37.8315396,145.0534926,"RACF"
"St Vincent's Care Services Kew","104 STUDLEY PARK Road","KEW","3101","104 STUDLEY PARK Road, KEW, VIC, 3101, Australia",-37.8044972,145.0156781,"RACF"
"St Vincent's Care Services Werribee","240 HOPPERS Lane","WERRIBEE","3030","240 HOPPERS Lane, WERRIBEE, VIC, 3030, Australia",-37.88797145,144.702129704012,"RACF"
"Stretton Park Hostel","35-47 Kent Street","MAFFRA","3860","35-47 Kent Street, MAFFRA, VIC, 3860, Australia",-37.957842,146.983428,"RACF"
"Sunlight Residential Aged Care","43 LAUREL Street","WHITTLESEA","3757","43 LAUREL Street, WHITTLESEA, VIC, 3757, Australia",-37.514674,145.118385,"RACF"
"Sunnyside House Inc","1 ADENEY Street","CAMPERDOWN","3260","1 ADENEY Street, CAMPERDOWN, VIC, 3260, Australia",-38.237465,143.153488,"RACF"
"Sunnyside Lutheran Retirement Village","6 TRINITY Drive","HORSHAM","3400","6 TRINITY Drive, HORSHAM, VIC, 3400, Australia",-36.708469,142.215949,"RACF"
"Sutherland Lodge","121 MCKEAN Street","BAIRNSDALE","3875","121 MCKEAN Street, BAIRNSDALE, VIC, 3875, Australia",-37.831929,147.606169,"RACF"
"Sutton Park Aged Care","126-134 Exford Road","MELTON SOUTH","3338","126-134 Exford Road, MELTON SOUTH, VIC, 3338, Australia",-37.71544735,144.573124740665,"RACF"
"Tabulam & Templer Home for the Aged","31-41 ELIZABETH Street","BAYSWATER","3153","31-41 ELIZABETH Street, BAYSWATER, VIC, 3153, Australia",-37.856123,145.263887,"RACF"
"Talbot Place Aged Care Facility","1205 DANA Street","BALLARAT","3350","1205 DANA Street, BALLARAT, VIC, 3350, Australia",-37.563267,143.84963,"RACF"
"Tannoch Brae Aged Care","46 ALDERSHOT Road","ST ALBANS PARK","3219","46 ALDERSHOT Road, ST ALBANS PARK, VIC, 3219, Australia",-38.185322,144.395563,"RACF"
"Tarago Views Aged Care","29-39 Main Road","NEERIM SOUTH","3831","29-39 Main Road, NEERIM SOUTH, VIC, 3831, Australia",-38.022053,145.954085,"RACF"
"Templestowe Manor","410-418 Thompsons Road","TEMPLESTOWE LOWER","3107","410-418 Thompsons Road, TEMPLESTOWE LOWER, VIC, 3107, Australia",-37.758725,145.113901,"RACF"
"The Alexander Aged Care Centre","1720 DANDENONG Road","CLAYTON","3168","1720 DANDENONG Road, CLAYTON, VIC, 3168, Australia",-37.912744,145.123839,"RACF"
